X	Y	Z	Yaw	Pitch	Roll	VYaw	VPitch	VRoll	Thrust	T1	T2	T3	T4	PWM1	PWM2	PWM3	PWM4
-0,0268094	0,06309409	-0,08222837	2,323822	-0,03569198	0,08320697	-7,77872	-10,32274	-5,121414	0,4622222	0,4771912	0,4558319	0,4472532	0,4686125	88	86	85	87
-0,02654671	0,06336946	-0,08241747	2,365319	-0,01728796	-0,1702604	2,489815	1,104239	-15,20801	0,4622222	0,4782015	0,4800642	0,446243	0,4443803	88	88	85	85
-0,02696214	0,06315014	-0,08244094	2,351882	0,2929189	-0,133212	-0,8062633	18,61237	2,222897	0,4666667	0,4442343	0,4873174	0,489099	0,4460159	85	88	89	85
-0,02712102	0,06298535	-0,08263335	2,359492	0,0710066	0,4190865	0,4566327	-13,31471	33,13784	0,4711111	0,4463871	0,4211778	0,4958352	0,5210445	85	83	89	91
-0,02660514	0,06296929	-0,08244321	2,381029	0,006563039	0,07788596	1,292179	-3,866606	-20,47199	0,4711111	0,4946052	0,4870033	0,447617	0,455219	89	88	85	86
-0,02684661	0,0630961	-0,08259274	2,336943	0,004092679	0,03179607	-2,645154	-0,1482213	-2,765388	0,4666667	0,4692214	0,4690068	0,464112	0,4643265	87	87	87	87
-0,02691115	0,06321377	-0,08245211	2,311613	0,2391602	-0,1094702	-1,519801	14,10403	-8,475962	0,4711111	0,4641862	0,4971774	0,4780361	0,4450448	87	89	88	85
-0,02656946	0,0629416	-0,08270513	2,495526	-0,06718653	0,3102497	11,0348	-18,38077	25,18314	0,4711111	0,4618781	0,4237728	0,4803441	0,5184494	86	83	88	91
-0,02649907	0,06328862	-0,08280394	2,326251	-0,1234275	-0,04528326	-10,15651	-3,374449	-21,33193	0,4711111	0,4975046	0,4882872	0,4447176	0,4539351	89	89	85	86
-0,02698012	0,06268167	-0,0825967	2,323964	0,05994485	-0,02268051	-0,1372287	11,00232	1,356162	0,4666667	0,4539355	0,4771391	0,4793978	0,4561943	86	88	88	86
-0,02682884	0,06319269	-0,0824663	2,369511	0,1170039	0,01368748	2,732844	3,423536	2,182075	0,4666667	0,4597541	0,4689413	0,4735792	0,464392	86	87	87	87
-0,02665863	0,06308115	-0,08291619	2,482325	0,0255321	0,2306338	6,768838	-5,488297	13,01675	0,4711111	0,461021	0,4505551	0,4812012	0,4916672	86	86	88	89
-0,0269237	0,06276857	-0,08254085	2,336667	-0,04084205	0,001078891	-8,739492	-3,982441	-13,77327	0,4711111	0,4892645	0,4804827	0,4529578	0,4617395	89	88	86	86
-0,02655037	0,06310577	-0,08255784	2,26479	-0,004918816	0,1962321	-4,312626	2,15539	11,70917	0,4711111	0,4553334	0,4595458	0,4868888	0,4826764	86	86	88	88
